coicop18,geo,OBS_VALUE,coicop_description,HICP_2017,consumption,Date
CP01113,LV,113.4,Bread and bakery products (ND),102.59,5,01/02/2019
CP01113,LT,106.29,Bread and bakery products (ND),102.93,7,01/02/2019
CP01113,IT,101.4,Bread and bakery products (ND),100.8,145.8,01/02/2019
CP01113,IE,94.81,Bread and bakery products (ND),96.38,11.4,01/02/2019
CP01113,HU,113.52,Bread and bakery products (ND),104.96,20.2,01/02/2019
CP01113,HR,104.12,Bread and bakery products (ND),99.9,12.9,01/02/2019
CP01113,FR,103.32,Bread and bakery products (ND),100.97,207.1,01/02/2019
CP01113,FI,101.52,Bread and bakery products (ND),99.48,16.6,01/02/2019
CP01113,ES,102.29,Bread and bakery products (ND),100.19,106.7,01/02/2019
CP01113,EL,99.45,Bread and bakery products (ND),98.85,26.2,01/02/2019
CP01113,EE,110.2,Bread and bakery products (ND),105.53,5.4,01/02/2019
CP01113,DK,109.49,Bread and bakery products (ND),103.84,20.9,01/02/2019
CP01113,DE,105.55,Bread and bakery products (ND),101.97,254.5,01/02/2019
CP01113,CZ,108.71,Bread and bakery products (ND),106.68,40.7,01/02/2019
CP01113,CY,99.83,Bread and bakery products (ND),98.39,2.3,01/02/2019
CP01113,CH,101.3,Bread and bakery products (ND),99.42,25.8,01/02/2019
CP01113,BG,118.8,Bread and bakery products (ND),103.18,23.3,01/02/2019
CP01113,BE,105.62,Bread and bakery products (ND),103.27,49.2,01/02/2019
CP01113,AT,107.39,Bread and bakery products (ND),105.09,27.2,01/02/2019
CP01181,AT,91.73,Cane sugar and beet sugar (ND),95.24,27.2,01/02/2019
CP01181,BE,98.12,Cane sugar and beet sugar (ND),96.54,49.2,01/02/2019
CP01181,BG,96.4,Cane sugar and beet sugar (ND),116.52,23.3,01/02/2019
CP01181,CH,98.8,Cane sugar and beet sugar (ND),98.78,25.8,01/02/2019
CP01181,CY,80.29,Cane sugar and beet sugar (ND),95.81,2.3,01/02/2019
CP01181,CZ,71.73,Cane sugar and beet sugar (ND),113.94,40.7,01/02/2019
CP01181,DE,91.07,Cane sugar and beet sugar (ND),99.51,254.5,01/02/2019
CP01181,DK,91.54,Cane sugar and beet sugar (ND),102.16,20.9,01/02/2019
CP01181,EE,104.49,Cane sugar and beet sugar (ND),130.52,5.4,01/02/2019
CP01181,EL,91.1,Cane sugar and beet sugar (ND),101.43,26.2,01/02/2019
CP01181,ES,96.58,Cane sugar and beet sugar (ND),98.18,106.7,01/02/2019
CP01181,FI,90.52,Cane sugar and beet sugar (ND),97.54,16.6,01/02/2019
CP01181,FR,94.72,Cane sugar and beet sugar (ND),94.82,207.1,01/02/2019
CP01181,HR,103.71,Cane sugar and beet sugar (ND),111.12,12.9,01/02/2019
CP01181,HU,103.11,Cane sugar and beet sugar (ND),122.75,20.2,01/02/2019
CP01181,IE,95.96,Cane sugar and beet sugar (ND),102.3,11.4,01/02/2019
CP01181,IT,96.9,Cane sugar and beet sugar (ND),98.5,145.8,01/02/2019
CP01181,LT,87.79,Cane sugar and beet sugar (ND),106.04,7,01/02/2019
CP01181,LV,79.65,Cane sugar and beet sugar (ND),99.75,5,01/02/2019
CP01181,MK,95.18,Cane sugar and beet sugar (ND),118.75,6.4,01/02/2019
CP01181,MT,86.44,Cane sugar and beet sugar (ND),96.71,2.2,01/02/2019
CP01181,NL,100.55,Cane sugar and beet sugar (ND),101.8,60.8,01/02/2019
CP01181,PL,106.6,Cane sugar and beet sugar (ND),128.81,142.9,01/02/2019
CP01181,PT,97.2,Cane sugar and beet sugar (ND),103.56,24.8,01/02/2019
CP01181,RO,96.87,Cane sugar and beet sugar (ND),107.94,48.7,01/02/2019
CP01181,SE,98.71,Cane sugar and beet sugar (ND),97.82,32.8,01/02/2019
CP01181,SI,88.84,Cane sugar and beet sugar (ND),98.85,9.4,01/02/2019
CP01181,SK,91.75,Cane sugar and beet sugar (ND),115.69,20.2,01/02/2019
CP01181,GB,106.3,Cane sugar and beet sugar (ND),104.1,123.4,01/02/2019
CP01181,IS,85.79,Cane sugar and beet sugar (ND),88.77,0.8,01/02/2019
CP01181,LU,109.53,Cane sugar and beet sugar (ND),110.71,0.6,01/02/2019
CP01114,IS,91.2,Breakfast cereals (ND),84.55,0.8,01/02/2019
CP01114,LU,108.12,Breakfast cereals (ND),99.53,0.6,01/02/2019
CP01114,GB,104,Breakfast cereals (ND),104.1,123.4,01/02/2019
CP01114,SK,107.75,Breakfast cereals (ND),101.79,20.2,01/02/2019
CP01114,SI,101.55,Breakfast cereals (ND),100.35,9.4,01/02/2019
CP01114,SE,105.4,Breakfast cereals (ND),104.68,32.8,01/02/2019
CP01114,RO,101.45,Breakfast cereals (ND),98.52,48.7,01/02/2019
CP01114,PT,96.81,Breakfast cereals (ND),97.27,24.8,01/02/2019
CP01114,PL,102.98,Breakfast cereals (ND),99.62,142.9,01/02/2019
CP01114,NL,103.37,Breakfast cereals (ND),99.28,60.8,01/02/2019
CP01114,MT,103.73,Breakfast cereals (ND),100.58,2.2,01/02/2019
CP01114,MK,105.94,Breakfast cereals (ND),102.98,6.4,01/02/2019
CP01114,LV,99.08,Breakfast cereals (ND),97.96,5,01/02/2019
CP01114,LT,103.17,Breakfast cereals (ND),102.75,7,01/02/2019
CP01114,IT,96.1,Breakfast cereals (ND),97.3,145.8,01/02/2019
CP01114,IE,91.66,Breakfast cereals (ND),92.41,11.4,01/02/2019
CP01114,HU,110.22,Breakfast cereals (ND),107.26,20.2,01/02/2019
CP01114,HR,110.95,Breakfast cereals (ND),103.68,12.9,01/02/2019
CP01114,FR,98.44,Breakfast cereals (ND),97.65,207.1,01/02/2019
CP01114,FI,98.59,Breakfast cereals (ND),98.16,16.6,01/02/2019
CP01114,ES,100.8,Breakfast cereals (ND),100.46,106.7,01/02/2019
CP01114,EL,104.57,Breakfast cereals (ND),108.12,26.2,01/02/2019
CP01114,EE,106.21,Breakfast cereals (ND),105.07,5.4,01/02/2019
CP01114,DK,102.4,Breakfast cereals (ND),102.65,20.9,01/02/2019
CP01114,DE,104.1,Breakfast cereals (ND),102.18,254.5,01/02/2019
CP01114,CZ,107.65,Breakfast cereals (ND),104.02,40.7,01/02/2019
CP01114,CY,104.34,Breakfast cereals (ND),90.91,2.3,01/02/2019
CP01114,CH,100.67,Breakfast cereals (ND),100.16,25.8,01/02/2019
CP01114,BG,96.28,Breakfast cereals (ND),98.58,23.3,01/02/2019
CP01114,BE,97.31,Breakfast cereals (ND),95.44,49.2,01/02/2019
CP01114,AT,102.92,Breakfast cereals (ND),99.68,27.2,01/02/2019
CP012,SE,104.29,Non-alcoholic beverages,103.1,32.8,01/02/2019
CP012,ES,106,Non-alcoholic beverages,103.1,106.7,01/02/2019
CP012,AT,104.64,Non-alcoholic beverages,104.55,27.2,01/02/2019
CP012,BE,107.81,Non-alcoholic beverages,103.96,49.2,01/02/2019
CP012,BG,105.89,Non-alcoholic beverages,104.47,23.3,01/02/2019
CP012,CH,100.15,Non-alcoholic beverages,98.58,25.8,01/02/2019
CP012,CY,95.29,Non-alcoholic beverages,94.02,2.3,01/02/2019
CP012,CZ,103.5,Non-alcoholic beverages,102.45,40.7,01/02/2019
CP012,DE,103.68,Non-alcoholic beverages,101.45,254.5,01/02/2019
CP012,DK,102.15,Non-alcoholic beverages,99.9,20.9,01/02/2019
CP012,EE,106.92,Non-alcoholic beverages,104.02,5.4,01/02/2019
CP012,EL,106.77,Non-alcoholic beverages,104.14,26.2,01/02/2019
CP012,FI,101.77,Non-alcoholic beverages,100.36,16.6,01/02/2019
CP012,FR,102.95,Non-alcoholic beverages,100.11,207.1,01/02/2019
CP012,HR,105.29,Non-alcoholic beverages,105.02,12.9,01/02/2019
CP012,HU,109.68,Non-alcoholic beverages,103.51,20.2,01/02/2019
CP012,IT,100.4,Non-alcoholic beverages,99.8,145.8,01/02/2019
CP012,LT,102.1,Non-alcoholic beverages,103.68,7,01/02/2019
CP012,LV,99.97,Non-alcoholic beverages,99.55,5,01/02/2019
CP012,MK,99.86,Non-alcoholic beverages,103.07,6.4,01/02/2019
CP012,MT,108.45,Non-alcoholic beverages,106.75,2.2,01/02/2019
CP012,NL,106.35,Non-alcoholic beverages,104.53,60.8,01/02/2019
CP012,PL,102.7,Non-alcoholic beverages,100.96,142.9,01/02/2019
CP012,PT,108.41,Non-alcoholic beverages,107.98,24.8,01/02/2019
CP012,SI,104.67,Non-alcoholic beverages,102.94,9.4,01/02/2019
CP012,SK,100.68,Non-alcoholic beverages,101.36,20.2,01/02/2019
CP012,GB,103.8,Non-alcoholic beverages,98.1,123.4,01/02/2019
CP012,IS,100.46,Non-alcoholic beverages,96.45,0.8,01/02/2019
CP012,LU,106.5,Non-alcoholic beverages,103.37,0.6,01/02/2019
CP012,RO,99.24,Non-alcoholic beverages,96.89,48.7,01/02/2019
CP012,IE,95.06,Non-alcoholic beverages,96.89,11.4,01/02/2019
CP01185,CZ,101.88,"Chocolate, cocoa and cocoa-based food products (ND)",103.53,40.7,01/02/2019
CP01185,SK,105.04,"Chocolate, cocoa and cocoa-based food products (ND)",103.53,20.2,01/02/2019
CP01185,AT,104.57,"Chocolate, cocoa and cocoa-based food products (ND)",103.85,27.2,01/02/2019
CP01185,BE,103.51,"Chocolate, cocoa and cocoa-based food products (ND)",100.32,49.2,01/02/2019
CP01185,BG,108.09,"Chocolate, cocoa and cocoa-based food products (ND)",106.18,23.3,01/02/2019
CP01185,CH,101.45,"Chocolate, cocoa and cocoa-based food products (ND)",100.11,25.8,01/02/2019
CP01185,CY,110.12,"Chocolate, cocoa and cocoa-based food products (ND)",105.56,2.3,01/02/2019
CP01185,DE,104.22,"Chocolate, cocoa and cocoa-based food products (ND)",102.49,254.5,01/02/2019
CP01185,DK,104.89,"Chocolate, cocoa and cocoa-based food products (ND)",103.39,20.9,01/02/2019
CP01185,EE,107.31,"Chocolate, cocoa and cocoa-based food products (ND)",107.73,5.4,01/02/2019
CP01185,EL,107.36,"Chocolate, cocoa and cocoa-based food products (ND)",106.5,26.2,01/02/2019
CP01185,ES,103.13,"Chocolate, cocoa and cocoa-based food products (ND)",102.71,106.7,01/02/2019
CP01185,FI,96.35,"Chocolate, cocoa and cocoa-based food products (ND)",91.44,16.6,01/02/2019
CP01185,FR,103.47,"Chocolate, cocoa and cocoa-based food products (ND)",101.98,207.1,01/02/2019
CP01185,HR,98.56,"Chocolate, cocoa and cocoa-based food products (ND)",99.06,12.9,01/02/2019
CP01185,HU,106.1,"Chocolate, cocoa and cocoa-based food products (ND)",101.62,20.2,01/02/2019
CP01185,IE,82.89,"Chocolate, cocoa and cocoa-based food products (ND)",90.04,11.4,01/02/2019
CP01185,IT,104.1,"Chocolate, cocoa and cocoa-based food products (ND)",102.8,145.8,01/02/2019
CP01185,LT,105.72,"Chocolate, cocoa and cocoa-based food products (ND)",103.49,7,01/02/2019
CP01185,LV,105.01,"Chocolate, cocoa and cocoa-based food products (ND)",107,5,01/02/2019
CP01185,MK,101.94,"Chocolate, cocoa and cocoa-based food products (ND)",99.35,6.4,01/02/2019
CP01185,MT,106.6,"Chocolate, cocoa and cocoa-based food products (ND)",103.86,2.2,01/02/2019
CP01185,NL,102.29,"Chocolate, cocoa and cocoa-based food products (ND)",101.13,60.8,01/02/2019
CP01185,PL,107.44,"Chocolate, cocoa and cocoa-based food products (ND)",103.35,142.9,01/02/2019
CP01185,PT,99.98,"Chocolate, cocoa and cocoa-based food products (ND)",99.98,24.8,01/02/2019
CP01185,RO,99.24,"Chocolate, cocoa and cocoa-based food products (ND)",98,48.7,01/02/2019
CP01185,SE,100.05,"Chocolate, cocoa and cocoa-based food products (ND)",99.41,32.8,01/02/2019
CP01185,SI,103.05,"Chocolate, cocoa and cocoa-based food products (ND)",105.03,9.4,01/02/2019
CP01185,GB,107.1,"Chocolate, cocoa and cocoa-based food products (ND)",100.5,123.4,01/02/2019
CP01185,IS,103.01,"Chocolate, cocoa and cocoa-based food products (ND)",96.42,0.8,01/02/2019
CP01185,LU,106.3,"Chocolate, cocoa and cocoa-based food products (ND)",108.11,0.6,01/02/2019
CP01183,IS,96.52,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",93.68,0.8,01/02/2019
CP01183,LU,108.62,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",104.06,0.6,01/02/2019
CP01183,GB,97.5,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",97,123.4,01/02/2019
CP01183,SK,105.69,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",105.69,20.2,01/02/2019
CP01183,SI,104.67,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",104.8,9.4,01/02/2019
CP01183,SE,118.39,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",105.16,32.8,01/02/2019
CP01183,RO,106.19,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",103.18,48.7,01/02/2019
CP01183,PT,99.75,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",96.52,24.8,01/02/2019
CP01183,PL,108.22,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",106.32,142.9,01/02/2019
CP01183,NL,101.83,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",97.58,60.8,01/02/2019
CP01183,MT,107.6,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",105.13,2.2,01/02/2019
CP01183,MK,108.39,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",108.76,6.4,01/02/2019
CP01183,LV,111.51,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",111.29,5,01/02/2019
CP01183,LT,111.68,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",112.44,7,01/02/2019
CP01183,IT,101.7,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",100.8,145.8,01/02/2019
CP01183,IE,88.56,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",97.57,11.4,01/02/2019
CP01183,HU,99.46,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",99.34,20.2,01/02/2019
CP01183,HR,102.48,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",103.5,12.9,01/02/2019
CP01183,FR,103.02,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",101.21,207.1,01/02/2019
CP01183,FI,108.65,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",99.25,16.6,01/02/2019
CP01183,ES,103.34,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",101.02,106.7,01/02/2019
CP01183,EL,101.13,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",99.84,26.2,01/02/2019
CP01183,EE,107.95,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",106.38,5.4,01/02/2019
CP01183,DK,109.54,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",108.85,20.9,01/02/2019
CP01183,DE,100.97,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",102.04,254.5,01/02/2019
CP01183,CZ,97.76,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",100.25,40.7,01/02/2019
CP01183,CY,97.12,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",98.28,2.3,01/02/2019
CP01183,CH,98.66,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",87.47,25.8,01/02/2019
CP01183,BG,101.61,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",102.58,23.3,01/02/2019
CP01183,BE,101.79,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",101.1,49.2,01/02/2019
CP01183,AT,104.48,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",108.65,27.2,01/02/2019
CP0118,IS,101.83,"Sugar, confectionery and desserts (ND)",100.04,0.8,01/02/2019
CP0118,LU,107.06,"Sugar, confectionery and desserts (ND)",106.71,0.6,01/02/2019
CP0118,GB,101.8,"Sugar, confectionery and desserts (ND)",99.3,123.4,01/02/2019
CP0118,SK,106.16,"Sugar, confectionery and desserts (ND)",106.4,20.2,01/02/2019
CP0118,SI,101.23,"Sugar, confectionery and desserts (ND)",102.28,9.4,01/02/2019
CP0118,SE,103.58,"Sugar, confectionery and desserts (ND)",101.46,32.8,01/02/2019
CP0118,RO,100.99,"Sugar, confectionery and desserts (ND)",102.34,48.7,01/02/2019
CP0118,PT,102.03,"Sugar, confectionery and desserts (ND)",100.7,24.8,01/02/2019
CP0118,PL,107.42,"Sugar, confectionery and desserts (ND)",107.77,142.9,01/02/2019
CP0118,NL,100.61,"Sugar, confectionery and desserts (ND)",99.38,60.8,01/02/2019
CP0118,MT,103.84,"Sugar, confectionery and desserts (ND)",103.75,2.2,01/02/2019
CP0118,MK,102.77,"Sugar, confectionery and desserts (ND)",106.85,6.4,01/02/2019
CP0118,LV,104.69,"Sugar, confectionery and desserts (ND)",106.99,5,01/02/2019
CP0118,LT,103.83,"Sugar, confectionery and desserts (ND)",105.32,7,01/02/2019
CP0118,IT,100.4,"Sugar, confectionery and desserts (ND)",100.1,145.8,01/02/2019
CP0118,IE,86.43,"Sugar, confectionery and desserts (ND)",92.57,11.4,01/02/2019
CP0118,HU,107.46,"Sugar, confectionery and desserts (ND)",107.88,20.2,01/02/2019
CP0118,FR,101.89,"Sugar, confectionery and desserts (ND)",100.66,207.1,01/02/2019
CP0118,FI,91.14,"Sugar, confectionery and desserts (ND)",89.66,16.6,01/02/2019
CP0118,ES,101.91,"Sugar, confectionery and desserts (ND)",101.06,106.7,01/02/2019
CP0118,EE,109.91,"Sugar, confectionery and desserts (ND)",109.33,5.4,01/02/2019
CP0118,DK,103.17,"Sugar, confectionery and desserts (ND)",102.59,20.9,01/02/2019
CP0118,DE,101.47,"Sugar, confectionery and desserts (ND)",100.97,254.5,01/02/2019
CP0118,CZ,101.55,"Sugar, confectionery and desserts (ND)",105.89,40.7,01/02/2019
CP0118,CY,102.33,"Sugar, confectionery and desserts (ND)",100.75,2.3,01/02/2019
CP0118,CH,100.91,"Sugar, confectionery and desserts (ND)",98.97,25.8,01/02/2019
CP0118,BG,103.15,"Sugar, confectionery and desserts (ND)",108.19,23.3,01/02/2019
CP0118,BE,102.68,"Sugar, confectionery and desserts (ND)",99.74,49.2,01/02/2019
CP0118,AT,102.69,"Sugar, confectionery and desserts (ND)",102.23,27.2,01/02/2019
CP0118,HR,102.17,"Sugar, confectionery and desserts (ND)",102.85,12.9,01/02/2019
CP0118,EL,102.61,"Sugar, confectionery and desserts (ND)",102.85,26.2,01/02/2019
CP01186,LV,108.55,"Ice, ice cream and sorbets (ND)",101.74,5,01/02/2019
CP01186,SI,101.64,"Ice, ice cream and sorbets (ND)",101.74,9.4,01/02/2019
CP01186,AT,103.04,"Ice, ice cream and sorbets (ND)",100.79,27.2,01/02/2019
CP01186,BE,106.39,"Ice, ice cream and sorbets (ND)",100.82,49.2,01/02/2019
CP01186,BG,101.47,"Ice, ice cream and sorbets (ND)",102.13,23.3,01/02/2019
CP01186,CH,101.59,"Ice, ice cream and sorbets (ND)",101.38,25.8,01/02/2019
CP01186,CY,104.85,"Ice, ice cream and sorbets (ND)",97.61,2.3,01/02/2019
CP01186,CZ,101.66,"Ice, ice cream and sorbets (ND)",103.75,40.7,01/02/2019
CP01186,DE,101.16,"Ice, ice cream and sorbets (ND)",99.43,254.5,01/02/2019
CP01186,DK,106.07,"Ice, ice cream and sorbets (ND)",103.76,20.9,01/02/2019
CP01186,EE,111.97,"Ice, ice cream and sorbets (ND)",101.77,5.4,01/02/2019
CP01186,EL,100.78,"Ice, ice cream and sorbets (ND)",102.09,26.2,01/02/2019
CP01186,ES,100,"Ice, ice cream and sorbets (ND)",98.64,106.7,01/02/2019
CP01186,FI,86.5,"Ice, ice cream and sorbets (ND)",85.78,16.6,01/02/2019
CP01186,FR,101.04,"Ice, ice cream and sorbets (ND)",100.41,207.1,01/02/2019
CP01186,HR,102.82,"Ice, ice cream and sorbets (ND)",100.53,12.9,01/02/2019
CP01186,HU,107.39,"Ice, ice cream and sorbets (ND)",102.29,20.2,01/02/2019
CP01186,IE,85.7,"Ice, ice cream and sorbets (ND)",90.51,11.4,01/02/2019
CP01186,IT,97.8,"Ice, ice cream and sorbets (ND)",97.8,145.8,01/02/2019
CP01186,LT,111.73,"Ice, ice cream and sorbets (ND)",107.26,7,01/02/2019
CP01186,MK,100.35,"Ice, ice cream and sorbets (ND)",99.22,6.4,01/02/2019
CP01186,MT,104.87,"Ice, ice cream and sorbets (ND)",105.41,2.2,01/02/2019
CP01186,NL,93.62,"Ice, ice cream and sorbets (ND)",94.98,60.8,01/02/2019
CP01186,PL,111.16,"Ice, ice cream and sorbets (ND)",105.49,142.9,01/02/2019
CP01186,PT,111.67,"Ice, ice cream and sorbets (ND)",100.89,24.8,01/02/2019
CP01186,RO,103.73,"Ice, ice cream and sorbets (ND)",99.15,48.7,01/02/2019
CP01186,SE,106.45,"Ice, ice cream and sorbets (ND)",105.99,32.8,01/02/2019
CP01186,SK,110.01,"Ice, ice cream and sorbets (ND)",104.96,20.2,01/02/2019
CP01186,IS,105.06,"Ice, ice cream and sorbets (ND)",95.68,0.8,01/02/2019
CP01186,LU,105.78,"Ice, ice cream and sorbets (ND)",106.43,0.6,01/02/2019
CP01189,IS,101.25,Other sugar confectionery and desserts n.e.c. (ND),104.74,0.8,01/02/2019
CP01189,LU,108.19,Other sugar confectionery and desserts n.e.c. (ND),105.26,0.6,01/02/2019
CP01189,SK,101.36,Other sugar confectionery and desserts n.e.c. (ND),99.85,20.2,01/02/2019
CP01189,SI,104.78,Other sugar confectionery and desserts n.e.c. (ND),100.14,9.4,01/02/2019
CP01189,SE,103,Other sugar confectionery and desserts n.e.c. (ND),100.46,32.8,01/02/2019
CP01189,RO,100.23,Other sugar confectionery and desserts n.e.c. (ND),97.82,48.7,01/02/2019
CP01189,PT,99.52,Other sugar confectionery and desserts n.e.c. (ND),101.22,24.8,01/02/2019
CP01189,PL,104.65,Other sugar confectionery and desserts n.e.c. (ND),101.93,142.9,01/02/2019
CP01189,MT,104.49,Other sugar confectionery and desserts n.e.c. (ND),100.22,2.2,01/02/2019
CP01189,MK,101.15,Other sugar confectionery and desserts n.e.c. (ND),103.02,6.4,01/02/2019
CP01189,LV,124.07,Other sugar confectionery and desserts n.e.c. (ND),120.48,5,01/02/2019
CP01189,LT,106.29,Other sugar confectionery and desserts n.e.c. (ND),104.31,7,01/02/2019
CP01189,IT,100.5,Other sugar confectionery and desserts n.e.c. (ND),100.6,145.8,01/02/2019
CP01189,IE,88.16,Other sugar confectionery and desserts n.e.c. (ND),90.81,11.4,01/02/2019
CP01189,HU,109.94,Other sugar confectionery and desserts n.e.c. (ND),103.51,20.2,01/02/2019
CP01189,HR,102.87,Other sugar confectionery and desserts n.e.c. (ND),101.61,12.9,01/02/2019
CP01189,FR,99.37,Other sugar confectionery and desserts n.e.c. (ND),98.56,207.1,01/02/2019
CP01189,FI,87.88,Other sugar confectionery and desserts n.e.c. (ND),88.73,16.6,01/02/2019
CP01189,ES,103.52,Other sugar confectionery and desserts n.e.c. (ND),102.32,106.7,01/02/2019
CP01189,EL,103.7,Other sugar confectionery and desserts n.e.c. (ND),103.21,26.2,01/02/2019
CP01189,EE,109.36,Other sugar confectionery and desserts n.e.c. (ND),110.48,5.4,01/02/2019
CP01189,DK,100.16,Other sugar confectionery and desserts n.e.c. (ND),99.78,20.9,01/02/2019
