coicop18,geo,OBS_VALUE,coicop_description,HICP_2017,consumption,Date
CP01183,CY,93.62,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",98.28,2.4,01/12/2021
CP01183,CH,97.85,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",87.47,25.3,01/12/2021
CP01183,BG,114.69,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",102.58,23,01/12/2021
CP01183,BE,110.8,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",101.1,49.9,01/12/2021
CP01183,AT,108.21,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",108.65,27.8,01/12/2021
CP01183,IS,106.63,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",93.68,0.7,01/12/2021
CP01183,LU,110.67,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",104.06,0.7,01/12/2021
CP0118,LU,110.67,"Sugar, confectionery and desserts (ND)",106.71,0.7,01/12/2021
CP0118,IS,110.88,"Sugar, confectionery and desserts (ND)",100.04,0.7,01/12/2021
CP0118,GB,103.5,"Sugar, confectionery and desserts (ND)",99.3,127.2,01/12/2021
CP0118,SK,109.56,"Sugar, confectionery and desserts (ND)",106.4,20.2,01/12/2021
CP0118,SI,95.7,"Sugar, confectionery and desserts (ND)",102.28,9.6,01/12/2021
CP0118,SE,109.48,"Sugar, confectionery and desserts (ND)",101.46,33.3,01/12/2021
CP0118,RO,113.72,"Sugar, confectionery and desserts (ND)",102.34,47,01/12/2021
CP0118,PT,100.62,"Sugar, confectionery and desserts (ND)",100.7,24.4,01/12/2021
CP0118,PL,118.97,"Sugar, confectionery and desserts (ND)",107.77,142.2,01/12/2021
CP0118,NL,104.08,"Sugar, confectionery and desserts (ND)",99.38,61.2,01/12/2021
CP0118,MT,112.06,"Sugar, confectionery and desserts (ND)",103.75,2.3,01/12/2021
CP0118,MK,117.29,"Sugar, confectionery and desserts (ND)",106.85,6.7,01/12/2021
CP0118,LV,114.23,"Sugar, confectionery and desserts (ND)",106.99,4.9,01/12/2021
CP0118,LT,113.9,"Sugar, confectionery and desserts (ND)",105.32,6.9,01/12/2021
CP0118,IT,101.2,"Sugar, confectionery and desserts (ND)",100.1,144.2,01/12/2021
CP0118,IE,80.51,"Sugar, confectionery and desserts (ND)",92.57,11.6,01/12/2021
CP0118,HU,119.76,"Sugar, confectionery and desserts (ND)",107.88,20.1,01/12/2021
CP0118,FR,101.71,"Sugar, confectionery and desserts (ND)",100.66,207.8,01/12/2021
CP0118,FI,93.66,"Sugar, confectionery and desserts (ND)",89.66,16.7,01/12/2021
CP0118,ES,104.92,"Sugar, confectionery and desserts (ND)",101.06,105.1,01/12/2021
CP0118,EE,115.87,"Sugar, confectionery and desserts (ND)",109.33,5.4,01/12/2021
CP0118,DK,102.76,"Sugar, confectionery and desserts (ND)",102.59,20.7,01/12/2021
CP0118,DE,106.46,"Sugar, confectionery and desserts (ND)",100.97,249.8,01/12/2021
CP0118,CZ,108.67,"Sugar, confectionery and desserts (ND)",105.89,40.9,01/12/2021
CP0118,CY,100.09,"Sugar, confectionery and desserts (ND)",100.75,2.4,01/12/2021
CP0118,CH,99.11,"Sugar, confectionery and desserts (ND)",98.97,25.3,01/12/2021
CP0118,BG,115.35,"Sugar, confectionery and desserts (ND)",108.19,23,01/12/2021
CP0118,BE,108.18,"Sugar, confectionery and desserts (ND)",99.74,49.9,01/12/2021
CP0118,AT,104.55,"Sugar, confectionery and desserts (ND)",102.23,27.8,01/12/2021
CP0118,HR,106.72,"Sugar, confectionery and desserts (ND)",102.85,12.6,01/12/2021
CP0118,EL,98.79,"Sugar, confectionery and desserts (ND)",102.85,26.2,01/12/2021
CP01186,LV,122.22,"Ice, ice cream and sorbets (ND)",101.74,4.9,01/12/2021
CP01186,SI,98.5,"Ice, ice cream and sorbets (ND)",101.74,9.6,01/12/2021
CP01186,AT,109.15,"Ice, ice cream and sorbets (ND)",100.79,27.8,01/12/2021
CP01186,BE,110.36,"Ice, ice cream and sorbets (ND)",100.82,49.9,01/12/2021
CP01186,BG,106.41,"Ice, ice cream and sorbets (ND)",102.13,23,01/12/2021
CP01186,CH,97.3,"Ice, ice cream and sorbets (ND)",101.38,25.3,01/12/2021
CP01186,CY,100.34,"Ice, ice cream and sorbets (ND)",97.61,2.4,01/12/2021
CP01186,CZ,96.78,"Ice, ice cream and sorbets (ND)",103.75,40.9,01/12/2021
CP01186,DE,105.43,"Ice, ice cream and sorbets (ND)",99.43,249.8,01/12/2021
CP01186,DK,103.44,"Ice, ice cream and sorbets (ND)",103.76,20.7,01/12/2021
CP01186,EE,109.47,"Ice, ice cream and sorbets (ND)",101.77,5.4,01/12/2021
CP01186,EL,89.9,"Ice, ice cream and sorbets (ND)",102.09,26.2,01/12/2021
CP01186,ES,100.2,"Ice, ice cream and sorbets (ND)",98.64,105.1,01/12/2021
CP01186,FI,86.27,"Ice, ice cream and sorbets (ND)",85.78,16.7,01/12/2021
CP01186,FR,99.7,"Ice, ice cream and sorbets (ND)",100.41,207.8,01/12/2021
CP01186,HR,106.88,"Ice, ice cream and sorbets (ND)",100.53,12.6,01/12/2021
CP01186,HU,117.19,"Ice, ice cream and sorbets (ND)",102.29,20.1,01/12/2021
CP01186,IE,75.84,"Ice, ice cream and sorbets (ND)",90.51,11.6,01/12/2021
CP01186,IT,102.6,"Ice, ice cream and sorbets (ND)",97.8,144.2,01/12/2021
CP01186,LT,127.42,"Ice, ice cream and sorbets (ND)",107.26,6.9,01/12/2021
CP01186,MK,109.92,"Ice, ice cream and sorbets (ND)",99.22,6.7,01/12/2021
CP01186,MT,110.54,"Ice, ice cream and sorbets (ND)",105.41,2.3,01/12/2021
CP01186,NL,91.5,"Ice, ice cream and sorbets (ND)",94.98,61.2,01/12/2021
CP01186,PL,123.74,"Ice, ice cream and sorbets (ND)",105.49,142.2,01/12/2021
CP01186,PT,106.64,"Ice, ice cream and sorbets (ND)",100.89,24.4,01/12/2021
CP01186,RO,116.74,"Ice, ice cream and sorbets (ND)",99.15,47,01/12/2021
CP01186,SE,115.71,"Ice, ice cream and sorbets (ND)",105.99,33.3,01/12/2021
CP01186,SK,108.95,"Ice, ice cream and sorbets (ND)",104.96,20.2,01/12/2021
CP01186,LU,110.19,"Ice, ice cream and sorbets (ND)",106.43,0.7,01/12/2021
CP01186,IS,107.63,"Ice, ice cream and sorbets (ND)",95.68,0.7,01/12/2021
CP01189,IS,111.99,Other sugar confectionery and desserts n.e.c. (ND),104.74,0.7,01/12/2021
CP01189,LU,114.37,Other sugar confectionery and desserts n.e.c. (ND),105.26,0.7,01/12/2021
CP01189,SK,109.06,Other sugar confectionery and desserts n.e.c. (ND),99.85,20.2,01/12/2021
CP01189,SI,107.85,Other sugar confectionery and desserts n.e.c. (ND),100.14,9.6,01/12/2021
CP01189,SE,108.03,Other sugar confectionery and desserts n.e.c. (ND),100.46,33.3,01/12/2021
CP01189,RO,112.26,Other sugar confectionery and desserts n.e.c. (ND),97.82,47,01/12/2021
CP01189,PT,99.72,Other sugar confectionery and desserts n.e.c. (ND),101.22,24.4,01/12/2021
CP01189,PL,113.18,Other sugar confectionery and desserts n.e.c. (ND),101.93,142.2,01/12/2021
CP01189,MT,115.72,Other sugar confectionery and desserts n.e.c. (ND),100.22,2.3,01/12/2021
CP01189,MK,108.42,Other sugar confectionery and desserts n.e.c. (ND),103.02,6.7,01/12/2021
CP01189,LV,136.19,Other sugar confectionery and desserts n.e.c. (ND),120.48,4.9,01/12/2021
CP01189,LT,114.97,Other sugar confectionery and desserts n.e.c. (ND),104.31,6.9,01/12/2021
CP01189,IT,98.7,Other sugar confectionery and desserts n.e.c. (ND),100.6,144.2,01/12/2021
CP01189,IE,86.36,Other sugar confectionery and desserts n.e.c. (ND),90.81,11.6,01/12/2021
CP01189,HU,120.31,Other sugar confectionery and desserts n.e.c. (ND),103.51,20.1,01/12/2021
CP01189,HR,106.78,Other sugar confectionery and desserts n.e.c. (ND),101.61,12.6,01/12/2021
CP01189,FR,97.34,Other sugar confectionery and desserts n.e.c. (ND),98.56,207.8,01/12/2021
CP01189,FI,93.26,Other sugar confectionery and desserts n.e.c. (ND),88.73,16.7,01/12/2021
CP01189,ES,107.3,Other sugar confectionery and desserts n.e.c. (ND),102.32,105.1,01/12/2021
CP01189,EL,101.66,Other sugar confectionery and desserts n.e.c. (ND),103.21,26.2,01/12/2021
CP01189,EE,120.63,Other sugar confectionery and desserts n.e.c. (ND),110.48,5.4,01/12/2021
CP01189,DK,101.07,Other sugar confectionery and desserts n.e.c. (ND),99.78,20.7,01/12/2021
CP01189,DE,103.79,Other sugar confectionery and desserts n.e.c. (ND),98.4,249.8,01/12/2021
CP01189,CZ,118.4,Other sugar confectionery and desserts n.e.c. (ND),105.11,40.9,01/12/2021
CP01189,CY,99.23,Other sugar confectionery and desserts n.e.c. (ND),99.5,2.4,01/12/2021
CP01189,CH,98.73,Other sugar confectionery and desserts n.e.c. (ND),100.42,25.3,01/12/2021
CP01189,BG,122.38,Other sugar confectionery and desserts n.e.c. (ND),102.78,23,01/12/2021
CP01189,AT,100.4,Other sugar confectionery and desserts n.e.c. (ND),101.53,27.8,01/12/2021
CP01189,NL,103.44,Other sugar confectionery and desserts n.e.c. (ND),97.85,61.2,01/12/2021
CP01189,BE,106.51,Other sugar confectionery and desserts n.e.c. (ND),97.85,49.9,01/12/2021
CP01182,CZ,114.48,Other sugars and sugar substitutes (ND),,40.9,01/12/2021
CP01182,IT,100,Other sugars and sugar substitutes (ND),,144.2,01/12/2021
CP01182,SK,104.81,Other sugars and sugar substitutes (ND),,20.2,01/12/2021
CP01182,SI,97.86,Other sugars and sugar substitutes (ND),,9.6,01/12/2021
CP01182,DE,90.97,Other sugars and sugar substitutes (ND),100.25,249.8,01/12/2021
CP01182,EL,90.8,Other sugars and sugar substitutes (ND),104.24,26.2,01/12/2021
CP01182,FR,97.6,Other sugars and sugar substitutes (ND),98.2,207.8,01/12/2021
CP01182,HR,104.39,Other sugars and sugar substitutes (ND),98.35,12.6,01/12/2021
CP01182,HU,96.2,Other sugars and sugar substitutes (ND),94.52,20.1,01/12/2021
CP01182,IE,98.29,Other sugars and sugar substitutes (ND),100.72,11.6,01/12/2021
CP01182,IS,106.63,Other sugars and sugar substitutes (ND),93.68,0.7,01/12/2021
CP01182,MK,104.53,Other sugars and sugar substitutes (ND),105.23,6.7,01/12/2021
CP01182,PL,115.62,Other sugars and sugar substitutes (ND),105.52,142.2,01/12/2021
CP01182,RO,105.91,Other sugars and sugar substitutes (ND),101.3,47,01/12/2021
CP01182,SE,99.1,Other sugars and sugar substitutes (ND),100.22,33.3,01/12/2021
CP01182,GB,110.8,Other sugars and sugar substitutes (ND),103.5,127.2,01/12/2021
CP01182,NL,106.77,Other sugars and sugar substitutes (ND),102.03,61.2,01/12/2021
CP01182,BG,114.69,Other sugars and sugar substitutes (ND),102.58,23,01/12/2021
CP0126,IS,112.95,Soft drinks (ND),99.28,0.7,01/11/2021
CP0126,LU,109.95,Soft drinks (ND),102.74,0.7,01/11/2021
CP0126,SK,99.03,Soft drinks (ND),100,20.2,01/11/2021
CP0126,SI,105.81,Soft drinks (ND),102.04,9.6,01/11/2021
CP0126,SE,111.94,Soft drinks (ND),100.8,33.3,01/11/2021
CP0126,RO,111.26,Soft drinks (ND),97.16,47,01/11/2021
CP0126,PT,122.55,Soft drinks (ND),124.16,24.4,01/11/2021
CP0126,PL,117.83,Soft drinks (ND),97.48,142.2,01/11/2021
CP0126,NL,114.7,Soft drinks (ND),106.09,61.2,01/11/2021
CP0126,MT,117.84,Soft drinks (ND),108.02,2.3,01/11/2021
CP0126,MK,90.37,Soft drinks (ND),98.1,6.7,01/11/2021
CP0126,LV,107.47,Soft drinks (ND),101.33,4.9,01/11/2021
CP0126,LT,119.48,Soft drinks (ND),108,6.9,01/11/2021
CP0126,IT,101.6,Soft drinks (ND),98.9,144.2,01/11/2021
CP0126,IE,104.4,Soft drinks (ND),97.4,11.6,01/11/2021
CP0126,HU,116.56,Soft drinks (ND),102.97,20.1,01/11/2021
CP0126,HR,120.81,Soft drinks (ND),104.49,12.6,01/11/2021
CP0126,FR,109.93,Soft drinks (ND),100.49,207.8,01/11/2021
CP0126,FI,107.23,Soft drinks (ND),98.45,16.7,01/11/2021
CP0126,ES,122.45,Soft drinks (ND),103.14,105.1,01/11/2021
CP0126,EL,95.13,Soft drinks (ND),99.88,26.2,01/11/2021
CP0126,EE,125.36,Soft drinks (ND),105.85,5.4,01/11/2021
CP0126,DK,98.92,Soft drinks (ND),96.91,20.7,01/11/2021
CP0126,DE,115.94,Soft drinks (ND),101.99,249.8,01/11/2021
CP0126,CZ,113.47,Soft drinks (ND),96.29,40.9,01/11/2021
CP0126,CY,94.83,Soft drinks (ND),88.07,2.4,01/11/2021
CP0126,CH,98.66,Soft drinks (ND),98.39,25.3,01/11/2021
CP0126,BG,116.87,Soft drinks (ND),102.65,23,01/11/2021
CP0126,BE,116.58,Soft drinks (ND),104.96,49.9,01/11/2021
CP0126,AT,109.95,Soft drinks (ND),105.44,27.8,01/11/2021
CP01260,AT,109.95,Soft drinks (ND),105.44,27.8,01/11/2021
CP01260,BE,116.58,Soft drinks (ND),104.96,49.9,01/11/2021
CP01260,BG,116.87,Soft drinks (ND),102.65,23,01/11/2021
CP01260,CH,98.66,Soft drinks (ND),98.39,25.3,01/11/2021
CP01260,CY,94.83,Soft drinks (ND),88.07,2.4,01/11/2021
CP01260,CZ,113.47,Soft drinks (ND),96.29,40.9,01/11/2021
CP01260,DE,115.94,Soft drinks (ND),101.99,249.8,01/11/2021
CP01260,DK,98.92,Soft drinks (ND),96.91,20.7,01/11/2021
CP01260,EE,125.36,Soft drinks (ND),105.85,5.4,01/11/2021
CP01260,EL,95.13,Soft drinks (ND),99.88,26.2,01/11/2021
CP01260,ES,122.45,Soft drinks (ND),103.14,105.1,01/11/2021
CP01260,FI,107.23,Soft drinks (ND),98.45,16.7,01/11/2021
CP01260,FR,109.93,Soft drinks (ND),100.49,207.8,01/11/2021
CP01260,HR,120.81,Soft drinks (ND),104.49,12.6,01/11/2021
CP01260,HU,116.56,Soft drinks (ND),102.97,20.1,01/11/2021
CP01260,IE,104.4,Soft drinks (ND),97.4,11.6,01/11/2021
CP01260,IT,101.6,Soft drinks (ND),98.9,144.2,01/11/2021
CP01260,LT,119.48,Soft drinks (ND),108,6.9,01/11/2021
CP01260,LV,107.47,Soft drinks (ND),101.33,4.9,01/11/2021
CP01260,MK,90.37,Soft drinks (ND),98.1,6.7,01/11/2021
CP01260,MT,117.84,Soft drinks (ND),108.02,2.3,01/11/2021
CP01260,NL,114.7,Soft drinks (ND),106.09,61.2,01/11/2021
CP01260,PL,117.83,Soft drinks (ND),97.48,142.2,01/11/2021
CP01260,PT,122.55,Soft drinks (ND),124.16,24.4,01/11/2021
CP01260,RO,111.26,Soft drinks (ND),97.16,47,01/11/2021
CP01260,SE,111.94,Soft drinks (ND),100.8,33.3,01/11/2021
CP01260,SI,105.81,Soft drinks (ND),102.04,9.6,01/11/2021
CP01260,SK,99.03,Soft drinks (ND),100,20.2,01/11/2021
CP01260,LU,109.95,Soft drinks (ND),102.74,0.7,01/11/2021
CP01260,IS,112.95,Soft drinks (ND),99.28,0.7,01/11/2021
CP01,GB,105.9,Food and non-alcoholic beverages,100.6,127.2,01/11/2021
CP01,SK,115.85,Food and non-alcoholic beverages,102.43,20.2,01/11/2021
CP01,SI,110.58,Food and non-alcoholic beverages,103.16,9.6,01/11/2021
CP01,SE,111.94,Food and non-alcoholic beverages,103.68,33.3,01/11/2021
CP01,RO,121.49,Food and non-alcoholic beverages,100.77,47,01/11/2021
CP01,PT,106.75,Food and non-alcoholic beverages,102.29,24.4,01/11/2021
CP01,PL,122.53,Food and non-alcoholic beverages,105.05,142.2,01/11/2021
CP01,NL,111.66,Food and non-alcoholic beverages,104.09,61.2,01/11/2021
CP01,MT,118.33,Food and non-alcoholic beverages,104.83,2.3,01/11/2021
CP01,MK,109.61,Food and non-alcoholic beverages,100,6.7,01/11/2021
CP01,LV,118.63,Food and non-alcoholic beverages,106.6,4.9,01/11/2021
CP01,LT,120.41,Food and non-alcoholic beverages,105.92,6.9,01/11/2021
CP01,IT,107.3,Food and non-alcoholic beverages,102.3,144.2,01/11/2021
CP01,IE,92.92,Food and non-alcoholic beverages,96.63,11.6,01/11/2021
CP01,HU,126.97,Food and non-alcoholic beverages,103.2,20.1,01/11/2021
CP01,HR,109.97,Food and non-alcoholic beverages,102.59,12.6,01/11/2021
CP01,FR,109.09,Food and non-alcoholic beverages,102.08,207.8,01/11/2021
CP01,FI,104.31,Food and non-alcoholic beverages,98.02,16.7,01/11/2021
CP01,ES,111.66,Food and non-alcoholic beverages,103.72,105.1,01/11/2021
CP01,EL,105.93,Food and non-alcoholic beverages,99.61,26.2,01/11/2021
CP01,EE,119.02,Food and non-alcoholic beverages,106.51,5.4,01/11/2021
CP01,DK,107.1,Food and non-alcoholic beverages,103.7,20.7,01/11/2021
CP01,DE,114.33,Food and non-alcoholic beverages,104.3,249.8,01/11/2021
CP01,CZ,114.97,Food and non-alcoholic beverages,106.17,40.9,01/11/2021
CP01,CY,103.36,Food and non-alcoholic beverages,99.45,2.4,01/11/2021
CP01,CH,99.78,Food and non-alcoholic beverages,101.39,25.3,01/11/2021
CP01,BG,123.71,Food and non-alcoholic beverages,103.75,23,01/11/2021
CP01,BE,107.99,Food and non-alcoholic beverages,102.56,49.9,01/11/2021
CP01,AT,110.09,Food and non-alcoholic beverages,103.96,27.8,01/11/2021
CP01,IS,114.37,Food and non-alcoholic beverages,98.8,0.7,01/11/2021
CP01,LU,112.68,Food and non-alcoholic beverages,104.65,0.7,01/11/2021
CP01113,LU,117.25,Bread and bakery products (ND),105.29,0.7,01/11/2021
CP01113,IS,117.05,Bread and bakery products (ND),99.68,0.7,01/11/2021
CP01113,GB,108,Bread and bakery products (ND),102.9,127.2,01/11/2021
CP01113,SK,118.51,Bread and bakery products (ND),100.29,20.2,01/11/2021
CP01113,SI,108.03,Bread and bakery products (ND),99.69,9.6,01/11/2021
CP01113,SE,110.32,Bread and bakery products (ND),100.37,33.3,01/11/2021
CP01113,RO,127.07,Bread and bakery products (ND),101.82,47,01/11/2021
CP01113,PT,102.6,Bread and bakery products (ND),99.01,24.4,01/11/2021
CP01113,PL,131.14,Bread and bakery products (ND),103.93,142.2,01/11/2021
CP01113,NL,105.75,Bread and bakery products (ND),101.86,61.2,01/11/2021
CP01113,MT,124.75,Bread and bakery products (ND),104.08,2.3,01/11/2021
CP01113,MK,113.69,Bread and bakery products (ND),99.47,6.7,01/11/2021
CP01113,LV,119.07,Bread and bakery products (ND),102.59,4.9,01/11/2021
CP01113,LT,117.53,Bread and bakery products (ND),102.93,6.9,01/11/2021
CP01113,IT,103.5,Bread and bakery products (ND),100.8,144.2,01/11/2021
CP01113,IE,96.73,Bread and bakery products (ND),96.38,11.6,01/11/2021
CP01113,HU,135.14,Bread and bakery products (ND),104.96,20.1,01/11/2021
CP01113,HR,113.27,Bread and bakery products (ND),99.9,12.6,01/11/2021
CP01113,FR,105.71,Bread and bakery products (ND),100.97,207.8,01/11/2021
CP01113,FI,103.43,Bread and bakery products (ND),99.48,16.7,01/11/2021
CP01113,ES,105.13,Bread and bakery products (ND),100.19,105.1,01/11/2021
CP01113,EL,100.51,Bread and bakery products (ND),98.85,26.2,01/11/2021
CP01113,EE,118.03,Bread and bakery products (ND),105.53,5.4,01/11/2021
CP01113,DK,114.71,Bread and bakery products (ND),103.84,20.7,01/11/2021
CP01113,DE,113.81,Bread and bakery products (ND),101.97,249.8,01/11/2021
CP01113,CZ,115.97,Bread and bakery products (ND),106.68,40.9,01/11/2021
CP01113,CY,103.68,Bread and bakery products (ND),98.39,2.4,01/11/2021
CP01113,CH,99.05,Bread and bakery products (ND),99.42,25.3,01/11/2021
CP01113,BG,145.22,Bread and bakery products (ND),103.18,23,01/11/2021
CP01113,BE,109.87,Bread and bakery products (ND),103.27,49.9,01/11/2021
CP01113,AT,114.18,Bread and bakery products (ND),105.09,27.8,01/11/2021
CP01181,AT,100.73,Cane sugar and beet sugar (ND),95.24,27.8,01/11/2021
CP01181,BE,100.06,Cane sugar and beet sugar (ND),96.54,49.9,01/11/2021
CP01181,BG,120.81,Cane sugar and beet sugar (ND),116.52,23,01/11/2021
CP01181,CH,96.37,Cane sugar and beet sugar (ND),98.78,25.3,01/11/2021
CP01181,CY,89.07,Cane sugar and beet sugar (ND),95.81,2.4,01/11/2021
CP01181,CZ,86.07,Cane sugar and beet sugar (ND),113.94,40.9,01/11/2021
CP01181,DE,110.02,Cane sugar and beet sugar (ND),99.51,249.8,01/11/2021
CP01181,DK,95,Cane sugar and beet sugar (ND),102.16,20.7,01/11/2021
CP01181,EE,108.8,Cane sugar and beet sugar (ND),130.52,5.4,01/11/2021
CP01181,EL,87.71,Cane sugar and beet sugar (ND),101.43,26.2,01/11/2021
CP01181,ES,105.03,Cane sugar and beet sugar (ND),98.18,105.1,01/11/2021
CP01181,FI,98.07,Cane sugar and beet sugar (ND),97.54,16.7,01/11/2021
CP01181,FR,96.74,Cane sugar and beet sugar (ND),94.82,207.8,01/11/2021
CP01181,HR,111.52,Cane sugar and beet sugar (ND),111.12,12.6,01/11/2021
CP01181,HU,127.43,Cane sugar and beet sugar (ND),122.75,20.1,01/11/2021
CP01181,IE,88.9,Cane sugar and beet sugar (ND),102.3,11.6,01/11/2021
CP01181,IT,100.8,Cane sugar and beet sugar (ND),98.5,144.2,01/11/2021
CP01181,LT,100.73,Cane sugar and beet sugar (ND),106.04,6.9,01/11/2021
CP01181,LV,85.15,Cane sugar and beet sugar (ND),99.75,4.9,01/11/2021
CP01181,MK,126.33,Cane sugar and beet sugar (ND),118.75,6.7,01/11/2021
CP01181,MT,95.14,Cane sugar and beet sugar (ND),96.71,2.3,01/11/2021
CP01181,NL,115.17,Cane sugar and beet sugar (ND),101.8,61.2,01/11/2021
CP01181,PL,138.98,Cane sugar and beet sugar (ND),128.81,142.2,01/11/2021
CP01181,PT,108.6,Cane sugar and beet sugar (ND),103.56,24.4,01/11/2021
CP01181,RO,112.84,Cane sugar and beet sugar (ND),107.94,47,01/11/2021
CP01181,SE,103.9,Cane sugar and beet sugar (ND),97.82,33.3,01/11/2021
CP01181,SI,83.71,Cane sugar and beet sugar (ND),98.85,9.6,01/11/2021
CP01181,SK,103.68,Cane sugar and beet sugar (ND),115.69,20.2,01/11/2021
CP01181,GB,103.9,Cane sugar and beet sugar (ND),104.1,127.2,01/11/2021
CP01181,LU,121.45,Cane sugar and beet sugar (ND),110.71,0.7,01/11/2021
CP01181,IS,94.14,Cane sugar and beet sugar (ND),88.77,0.7,01/11/2021
CP01114,IS,100.45,Breakfast cereals (ND),84.55,0.7,01/11/2021
CP01114,LU,103.77,Breakfast cereals (ND),99.53,0.7,01/11/2021
CP01114,GB,112.4,Breakfast cereals (ND),104.1,127.2,01/11/2021
CP01114,SK,112.68,Breakfast cereals (ND),101.79,20.2,01/11/2021
CP01114,SI,101.19,Breakfast cereals (ND),100.35,9.6,01/11/2021
CP01114,SE,109.91,Breakfast cereals (ND),104.68,33.3,01/11/2021
CP01114,RO,113.4,Breakfast cereals (ND),98.52,47,01/11/2021
CP01114,PT,94.69,Breakfast cereals (ND),97.27,24.4,01/11/2021
CP01114,PL,114.53,Breakfast cereals (ND),99.62,142.2,01/11/2021
CP01114,NL,108.39,Breakfast cereals (ND),99.28,61.2,01/11/2021
CP01114,MT,107.5,Breakfast cereals (ND),100.58,2.3,01/11/2021
CP01114,MK,113.65,Breakfast cereals (ND),102.98,6.7,01/11/2021
CP01114,LV,116.25,Breakfast cereals (ND),97.96,4.9,01/11/2021
CP01114,LT,111.89,Breakfast cereals (ND),102.75,6.9,01/11/2021
CP01114,IT,95.8,Breakfast cereals (ND),97.3,144.2,01/11/2021
CP01114,IE,90.91,Breakfast cereals (ND),92.41,11.6,01/11/2021
CP01114,HU,122.9,Breakfast cereals (ND),107.26,20.1,01/11/2021
CP01114,HR,118.69,Breakfast cereals (ND),103.68,12.6,01/11/2021
CP01114,FR,98.19,Breakfast cereals (ND),97.65,207.8,01/11/2021
CP01114,FI,101.34,Breakfast cereals (ND),98.16,16.7,01/11/2021
CP01114,ES,103.1,Breakfast cereals (ND),100.46,105.1,01/11/2021
CP01114,EL,103.7,Breakfast cereals (ND),108.12,26.2,01/11/2021
CP01114,EE,111.18,Breakfast cereals (ND),105.07,5.4,01/11/2021
CP01114,DK,103.54,Breakfast cereals (ND),102.65,20.7,01/11/2021
CP01114,DE,107.95,Breakfast cereals (ND),102.18,249.8,01/11/2021
CP01114,CZ,106.93,Breakfast cereals (ND),104.02,40.9,01/11/2021
CP01114,CY,102.94,Breakfast cereals (ND),90.91,2.4,01/11/2021
CP01114,CH,97.54,Breakfast cereals (ND),100.16,25.3,01/11/2021
CP01114,BG,102.55,Breakfast cereals (ND),98.58,23,01/11/2021
CP01114,BE,101.27,Breakfast cereals (ND),95.44,49.9,01/11/2021
CP01114,AT,99.47,Breakfast cereals (ND),99.68,27.8,01/11/2021
CP012,SE,114.33,Non-alcoholic beverages,103.1,33.3,01/11/2021
CP012,ES,114.97,Non-alcoholic beverages,103.1,105.1,01/11/2021
CP012,AT,108.98,Non-alcoholic beverages,104.55,27.8,01/11/2021
CP012,BE,108.53,Non-alcoholic beverages,103.96,49.9,01/11/2021
CP012,BG,111.8,Non-alcoholic beverages,104.47,23,01/11/2021
CP012,CH,98.1,Non-alcoholic beverages,98.58,25.3,01/11/2021
CP012,CY,95.81,Non-alcoholic beverages,94.02,2.4,01/11/2021
CP012,CZ,104.85,Non-alcoholic beverages,102.45,40.9,01/11/2021
CP012,DE,108.92,Non-alcoholic beverages,101.45,249.8,01/11/2021
CP012,DK,98.15,Non-alcoholic beverages,99.9,20.7,01/11/2021
CP012,EE,113.42,Non-alcoholic beverages,104.02,5.4,01/11/2021
CP012,EL,101.71,Non-alcoholic beverages,104.14,26.2,01/11/2021
CP012,FI,114.47,Non-alcoholic beverages,100.36,16.7,01/11/2021
CP012,FR,103.14,Non-alcoholic beverages,100.11,207.8,01/11/2021
CP012,HR,112.17,Non-alcoholic beverages,105.02,12.6,01/11/2021
CP012,HU,114.56,Non-alcoholic beverages,103.51,20.1,01/11/2021
CP012,IT,101.1,Non-alcoholic beverages,99.8,144.2,01/11/2021
CP012,LT,108.52,Non-alcoholic beverages,103.68,6.9,01/11/2021
CP012,LV,100.3,Non-alcoholic beverages,99.55,4.9,01/11/2021
CP012,MK,101.18,Non-alcoholic beverages,103.07,6.7,01/11/2021
CP012,MT,112.3,Non-alcoholic beverages,106.75,2.3,01/11/2021
CP012,NL,109.61,Non-alcoholic beverages,104.53,61.2,01/11/2021
CP012,PL,114.79,Non-alcoholic beverages,100.96,142.2,01/11/2021
CP012,PT,109.83,Non-alcoholic beverages,107.98,24.4,01/11/2021
CP012,SI,106.89,Non-alcoholic beverages,102.94,9.6,01/11/2021
CP012,SK,102.54,Non-alcoholic beverages,101.36,20.2,01/11/2021
CP012,GB,108.3,Non-alcoholic beverages,98.1,127.2,01/11/2021
CP012,LU,109.13,Non-alcoholic beverages,103.37,0.7,01/11/2021
CP012,IS,107.52,Non-alcoholic beverages,96.45,0.7,01/11/2021
CP012,RO,107.86,Non-alcoholic beverages,96.89,47,01/11/2021
CP012,IE,94.37,Non-alcoholic beverages,96.89,11.6,01/11/2021
CP01185,CZ,109.6,"Chocolate, cocoa and cocoa-based food products (ND)",103.53,40.9,01/11/2021
CP01185,SK,104.23,"Chocolate, cocoa and cocoa-based food products (ND)",103.53,20.2,01/11/2021
