LAST UPDATE,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,coicop_description,hicp_201710.OBS_VALUE
18/08/2023 11:00,I05,CP0118,EEA,01/04/2017,125.01,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/05/2017,125.74,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/06/2017,125.21,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/07/2017,125.72,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/08/2017,125.56,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/09/2017,125.56,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/10/2017,124.95,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/11/2017,125.12,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/12/2017,124.47,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/01/2018,125.85,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/02/2018,124.93,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/03/2018,124.87,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/04/2018,125.31,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/05/2018,125.18,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/06/2018,124.86,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/07/2018,125.09,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/08/2018,125.43,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/09/2018,124.97,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/10/2018,124.85,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/11/2018,124.97,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/12/2018,124.68,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/01/2019,126.07,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/02/2019,125.95,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/03/2019,126.31,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/04/2019,126.07,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/05/2019,126.35,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/06/2019,126.09,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/07/2019,126.47,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/08/2019,126.74,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/09/2019,126.96,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/10/2019,126.54,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/11/2019,127.33,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/12/2019,126.48,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/01/2020,128.07,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/02/2020,128.14,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/03/2020,128.57,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/04/2020,128.31,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/05/2020,128.57,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/06/2020,128.71,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/07/2020,128.38,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/08/2020,128.48,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/09/2020,128.06,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/10/2020,128.3,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/11/2020,128.63,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/12/2020,128.3,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/01/2021,129.17,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/02/2021,129.15,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/03/2021,129.3,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/04/2021,129.61,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/05/2021,129.39,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/06/2021,129.43,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/07/2021,129.94,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/08/2021,129.94,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/09/2021,129.69,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/10/2021,130.27,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/11/2021,130.79,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/12/2021,131.11,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/01/2022,132.54,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/02/2022,132.77,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/03/2022,133.63,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/04/2022,134.46,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/05/2022,136.32,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/06/2022,137.58,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/07/2022,139.86,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/08/2022,142.92,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/09/2022,144.7,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/10/2022,148.14,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/11/2022,150.06,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/12/2022,151.41,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/01/2023,154.64,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/02/2023,156.8,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/03/2023,159.53,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/04/2023,161.19,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/05/2023,162.69,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/06/2023,163.62,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EEA,01/07/2023,164.62,"Sugar, jam, honey, chocolate and confectionery",124.95
18/08/2023 11:00,I05,CP0118,EE,01/07/2006,104.08,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/08/2006,104.34,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/09/2006,104.52,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/10/2006,104.5,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/11/2006,104.92,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/12/2006,105.26,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/01/2007,106.48,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/02/2007,106.33,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/03/2007,106.71,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/04/2007,105.27,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/05/2007,106.64,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/06/2007,107.31,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/07/2007,108.08,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/08/2007,108.37,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/09/2007,108.57,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/10/2007,109.31,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/11/2007,109.86,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/12/2007,111.19,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/01/2008,114.2,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/02/2008,116.86,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/03/2008,117.14,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/04/2008,117.79,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/05/2008,117.64,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/06/2008,116.98,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/07/2008,119.8,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/08/2008,120.72,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/09/2008,121.04,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/10/2008,120.77,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/11/2008,122.5,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/12/2008,122.36,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/01/2009,123.27,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/02/2009,122.07,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/03/2009,122.42,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/04/2009,122.31,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/05/2009,122.35,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/06/2009,122.14,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/07/2009,123.37,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/08/2009,122.1,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/09/2009,122.33,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/10/2009,122.87,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/11/2009,122.44,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/12/2009,122.65,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/01/2010,123.34,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/02/2010,122.32,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/03/2010,121.9,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/04/2010,121.34,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/05/2010,121.93,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/06/2010,122.25,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/07/2010,122.94,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/08/2010,124.45,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/09/2010,125,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/10/2010,124.28,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/11/2010,125.6,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/12/2010,125.63,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/01/2011,129.57,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/02/2011,131.45,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/03/2011,133.14,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/04/2011,137.33,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/05/2011,138.93,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/06/2011,140.88,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/07/2011,140.87,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/08/2011,140.22,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/09/2011,140.12,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/10/2011,138.42,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/11/2011,138.17,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/12/2011,138.64,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/01/2012,137.31,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/02/2012,140.34,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/03/2012,140.73,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/04/2012,140.21,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/05/2012,140.44,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/06/2012,140.81,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/07/2012,140.09,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/08/2012,139.71,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/09/2012,139.89,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/10/2012,139.42,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/11/2012,139.86,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/12/2012,140.38,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/01/2013,141.22,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/02/2013,142.44,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/03/2013,141.93,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/04/2013,141.29,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/05/2013,141.48,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/06/2013,141.22,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/07/2013,140.16,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/08/2013,141.1,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/09/2013,140.44,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/10/2013,142.19,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/11/2013,143.05,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/12/2013,142.74,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/01/2014,143.27,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/02/2014,144.07,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/03/2014,142.61,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/04/2014,140.84,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/05/2014,140.85,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/06/2014,140.48,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/07/2014,140.71,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/08/2014,139.4,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/09/2014,137.46,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/10/2014,138.58,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/11/2014,139.07,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/12/2014,141.16,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/01/2015,140.59,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/02/2015,139.41,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/03/2015,139.93,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/04/2015,142.11,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/05/2015,141.41,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/06/2015,141.79,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/07/2015,141.54,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/08/2015,143.38,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/09/2015,143.88,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/10/2015,144.41,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/11/2015,145.3,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/12/2015,144.95,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/01/2016,143.68,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/02/2016,144.57,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/03/2016,146.38,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/04/2016,146.14,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/05/2016,146.56,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/06/2016,146.38,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/07/2016,145.46,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/08/2016,148.27,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/09/2016,149.51,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/10/2016,147.66,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/11/2016,148.69,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/12/2016,147.87,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/01/2017,148.9,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/02/2017,154.06,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/03/2017,155.7,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/04/2017,155.53,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/05/2017,156.84,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/06/2017,157.12,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/07/2017,157.73,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/08/2017,158.53,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/09/2017,157.96,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/10/2017,155.68,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/11/2017,156.03,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/12/2017,156.53,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/01/2018,155.38,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/02/2018,157.32,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/03/2018,156.9,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/04/2018,153.89,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/05/2018,156.83,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/06/2018,158.57,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/07/2018,155.69,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/08/2018,157.86,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/09/2018,157.5,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/10/2018,157.01,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/11/2018,155.41,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/12/2018,155.94,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/01/2019,155.23,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/02/2019,156.5,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/03/2019,158.05,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/04/2019,159.41,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/05/2019,160.75,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/06/2019,162.19,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/07/2019,159.57,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/08/2019,160.58,"Sugar, jam, honey, chocolate and confectionery",155.68
18/08/2023 11:00,I05,CP0118,EE,01/09/2019,160.4,"Sugar, jam, honey, chocolate and confectionery",155.68
